"rule_touch_mth";"c_t_flag";"country";"rule_id";"rule_name";"region";"risk_sub_region";"rule_type";"group_flag";"cust_num";"hld_txn_amt";"hld_gloss";"hld_pp_nloss";"txn_amt";"gloss";"pp_nloss"
"294";"2014-01";"T";"CN|C2";167989;"ALH_OFFEBAY_CN_C2_WPS_only_Non_Biz";"APAC";"APAC_CN+C2";"Newbie";"013_ALH_OFFEBAY_CN_C2_WPS_only_Non_Biz";1142;2448704.96;195510.850003052;1307.85;2510034.61;196890.620003066;1307.85
"295";"2013-11";"C";"US";108834;"ALH_OFFEBAY_S4_US_Control_10";"NA";"NA_US";"Newbie";"002_ALH_OFFEBAY_S4_US_Control_10";1240;0;0;0;683179.56;81814.1900004158;28143.4794630724
"296";"2014-01";"T";"RO|PL";182684;"ALH_OFFEBAY_RO_PL_email_NonBiz_Only";"EMEA";"EMEA_REU";"Newbie";"011_ALH_OFFEBAY_RO_PL_email_NonBiz_Only";337;49218.42;1704.25000003464;17.7566005422225;57696.28;1744.90000003599;17.7566005422225
"297";"2013-07";"T";"US";138429;"ALH_ARS_masked2_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_44_89";296;191848.24;13187.340000048;1854.9;439587.84;23319.250000081;4649.59
"298";"2013-05";"T";"US";138487;"ALH_ARS_masked2_nonbiz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_22_43";146;104002.31;9529.31000002898;1910.88;151310.28;12769.940000037;1969.36
"299";"2013-07";"T";"US";148537;"ALH_ARS_masked1_biz_US_0_21";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_0_21";7;9713.58;0;0;17884.42;0;0
"300";"2013-08";"T";"US";138427;"ALH_ARS_masked1_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"102_ALH_ARS_masked1_nonbiz_US_44_89";1;4210;3250.000000006;1400;4210;3250.000000006;1400
"301";"2013-08";"C";"CN|C2";144987;"ALH_OFFEBAY_IN_CN_C2_email_only_Control";"APAC";"APAC_CN+C2";"Newbie";"021_ALH_OFFEBAY_IN_CN_C2_email_only_Control";378;0;0;0;1229387.94;51958.7900004609;2207.33405673533
"302";"2013-05";"C";"SG|TH|VN|ID|MY|PH";168087;"ALH_OFFEBAY_TIER2_Control_Exclude_IN_WPS_only";"APAC";"APAC_SEA";"Newbie";"024_ALH_OFFEBAY_TIER2_Control_Exclude_IN_WPS_only";177;0;0;0;166118.72;18596.8200002777;1335.05818113997
"303";"2013-06";"T";"CN|C2";167560;"ALH_OFFEBAY_CN_C2_email_only_Biz_Only";"APAC";"APAC_CN+C2";"Newbie";"022_ALH_OFFEBAY_CN_C2_email_only_Biz_Only";93;139190.31;3842.500000022;100.3;194493.57;4117.9400000315;100.3
"304";"2013-07";"C";"DE";108835;"ALH_OFFEBAY_S4_DE_Control_10";"EMEA";"EMEA_DE";"Newbie";"004_ALH_OFFEBAY_S4_DE_Control_10";296;0;0;0;128305.63;20113.1200257004;7432.581192355
"305";"2013-08";"C";"US";108834;"ALH_OFFEBAY_S4_US_Control_10";"NA";"NA_US";"Newbie";"002_ALH_OFFEBAY_S4_US_Control_10";1406;0;0;0;1066104.99;76215.7000002865;22907.060337273
"306";"2014-01";"T";"PL";196161;"EMEA_on_eBay_PL_test";"EMEA";"EMEA_PL";"Newbie";"032_EMEA_on_eBay_PL_test";8;0;0;0;2172.85;560.55000000168;0
"307";"2013-09";"T";"US";148626;"ALH_ARS_masked2_biz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"113_ALH_ARS_masked2_biz_US_44_89";340;668011.27;6282.930000023;1365.05;1183822.51;19570.600000047;1812.67
"308";"2013-11";"T";"US";138429;"ALH_ARS_masked2_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_44_89";575;407020.15;48933.8000000687;6181.06;570911.5;73756.7200001177;8237.09
"309";"2013-12";"T";"US";148607;"ALH_ARS_masked2_biz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"113_ALH_ARS_masked2_biz_US_22_43";303;380254.39;21239.1500000294;370.2;743991.45;32721.1200000548;3231.22
"310";"2013-09";"T";"CN|C2";177166;"ALH_OFFEBAY_CN_C2_email_Till_7_Trans";"APAC";"APAC_CN+C2";"Newbie";"018_ALH_OFFEBAY_CN_C2_email_Till_7_Trans";124;236434.21;7614.1700000608;175.58;448165.81;9408.89000015122;175.58
"311";"2014-01";"T";"DE";139472;"ALH_OFFEBAY_S4_DE_New";"EMEA";"EMEA_DE";"Newbie";"004_ALH_OFFEBAY_S4_DE_New";3867;762814.27;44171.7900002284;557.110656199646;832257.39;46651.9900002638;592.642078128918
"312";"2013-07";"C";"DE";179337;"ARS_DE_eBay_INR3_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR3_CG";11;0;0;0;75905.14;14752.8856000141;2026.56181792312
"313";"2013-12";"C";"DE";117727;"ALH_ARS_masked2_biz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"109_ALH_ARS_masked2_biz_DE_CG";43;0;0;0;63925.66;13132.1400000507;6681.78579746583
"314";"2013-08";"T";"SG|TH|VN|ID|MY|PH|IN";148263;"ALH_OFFEBAY_Rest_Of_APAC_Test";"APAC";"APAC_IN";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Test";408;306680.82;18775.880000064;7341.94178888206;496626.62;29162.9600001006;9689.82178888206
"315";"2013-07";"C";"CN|C2";144987;"ALH_OFFEBAY_IN_CN_C2_email_only_Control";"APAC";"APAC_CN+C2";"Newbie";"021_ALH_OFFEBAY_IN_CN_C2_email_only_Control";357;0;0;0;927183.95;52880.6200005966;2215.93
"316";"2013-10";"T";"US";148598;"ALH_ARS_masked2_biz_US_0_21";"NA";"NA_US";"ARS_Masked_ALH";"113_ALH_ARS_masked2_biz_US_0_21";145;234953.93;2366.650000011;29.01;360516.23;2973.600000016;29.01
"317";"2013-04";"T";"US";148550;"ALH_ARS_masked1_biz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_44_89";9;18037.59;1768.000000002;0;25393.79;4310.350000005;62.7
"318";"2013-07";"T";"SG|TH|VN|ID|MY|PH|IN";177217;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";"APAC";"APAC_SEA";"Newbie";"015_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS";170;5004.2;103.780000004;0;122180.83;2646.68000003845;248.69
"319";"2014-01";"C";"CN|C2";168076;"ALH_OFFEBAY_CN_C2_WPS_only_Control_Non_Biz";"APAC";"APAC_CN+C2";"Newbie";"013_ALH_OFFEBAY_CN_C2_WPS_only_Control_Non_Biz";794;114.1;0;0;1627218.83;138773.690002083;429.49
"320";"2013-12";"C";"AU";188988;"AU_AU_MP_ALH_CG";"APAC";"APAC_AU+NZ";"Newbie";"007_AU_AU_MP_ALH_CG";545;0;0;0;199952.71;34096.8900001664;5501.6381032895
"321";"2013-04";"C";"BE|IT|NL|PT|ES";168869;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";"EMEA";"EMEA_BE";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";39;0;0;0;19075.06;3858.47000000331;429.018612438075
"322";"2013-10";"T";"US";130244;"ALH_GC_Throttle_00_89";"NA";"NA_US";"Newbie";"002_ALH_GC_Throttle_00_89";9029;3695752.57;231725.905000832;66980.13;7228945.76;433544.070001875;129885.12
"323";"2013-06";"T";"DE";164431;"ARS_DE_eBay_INR2";"EMEA";"APAC_SEA";"Newbie";"005_ARS_DE_eBay_INR2";1;0;0;0;2600;0;0
"324";"2013-09";"T";"GB";117887;"ALH_ARS_masked2_nonbiz_GB";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"107_ALH_ARS_masked2_nonbiz_GB";105;54462.05;6109.44000002636;315.613248545789;64907.68;7005.86000003442;315.613248545789
"325";"2013-04";"T";"US";138427;"ALH_ARS_masked1_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"102_ALH_ARS_masked1_nonbiz_US_44_89";4;5942.9;0;0;13033.7;31.700000003;0
"326";"2013-09";"C";"DE";179337;"ARS_DE_eBay_INR3_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR3_CG";1;0;0;0;2319.77;0;0
"327";"2013-05";"T";"GB";150336;"ALH_ARS_masked1_biz_GB";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"110_ALH_ARS_masked1_biz_GB";10;17109.99;0;0;18313.56;0;0
"328";"2013-10";"C";"US";148587;"ALH_ARS_masked1_biz_US_CG_90";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_CG_90";1;0;0;0;4000;0;0
"329";"2013-11";"C";"DE";179335;"ARS_DE_eBay_INR2_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR2_CG";17;0;0;0;35208.3;2087.21000000941;792.820236830287
"330";"2013-06";"T";"DE";116830;"ALH_ARS_masked2_biz_DE";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"109_ALH_ARS_masked2_biz_DE";16;25333.16;2026.25000000928;44.3063712925166;41877.26;3190.20000001459;99.2406584933283
"331";"2013-07";"T";"DE";164431;"ARS_DE_eBay_INR2";"EMEA";"EMEA_PL";"Newbie";"005_ARS_DE_eBay_INR2";1;0;0;0;66530.76;2195.56757885469;0
"332";"2013-07";"T";"SG|TH|VN|ID|MY|PH|IN";148263;"ALH_OFFEBAY_Rest_Of_APAC_Test";"APAC";"APAC_IN";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Test";424;399525.85;33532.6800000697;3280.28808681157;562091.75;42750.8400001127;3814.84808681157
"333";"2013-12";"C";"DE";192889;"EMEA_on_eBay_DE_control";"EMEA";"EMEA_DE";"Newbie";"025_EMEA_on_eBay_DE_control";144;0;0;0;47377.27;3988.1764091103;563.127944462706
"334";"2013-10";"T";"RO|PL";182684;"ALH_OFFEBAY_RO_PL_email_NonBiz_Only";"EMEA";"EMEA_REU";"Newbie";"011_ALH_OFFEBAY_RO_PL_email_NonBiz_Only";261;98457.02;7358.82000004084;2790.08;130952.63;7433.4300000452;2790.08
"335";"2014-01";"C";"ES|IT";192893;"EMEA_on_eBay_ES_IT_control";"EMEA";"EMEA_IT";"Newbie";"027_EMEA_on_eBay_ES_IT_control";713;0;0;0;152039;12137.96000011;268.112949542486
"336";"2013-08";"C";"GB";150337;"ALH_ARS_masked1_biz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"110_ALH_ARS_masked1_biz_GB_CG";1;0;0;0;615.31;0;0
"337";"2013-08";"C";"DE";179335;"ARS_DE_eBay_INR2_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR2_CG";5;0;0;0;7193.46;399.980000001329;0
"338";"2014-01";"C";"DE";117891;"ALH_ARS_masked2_nonbiz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"105_ALH_ARS_masked2_nonbiz_DE_CG";23;14.29;0;0;13616.9;1699.23000001361;176.630896101025
"339";"2013-11";"C";"BE|IT|NL|PT|ES";168869;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";"EMEA";"EMEA_NL";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";47;0;0;0;25506.65;566.790000006995;411.996003849324
"340";"2013-06";"T";"HK|TW|KR";167550;"ALH_OFFEBAY_TIER3_Test_Email_Only";"APAC";"APAC_KR";"Newbie";"023_ALH_OFFEBAY_TIER3_Test_Email_Only";64;65782.54;2605.9400000081;81.42;90691.8;2605.9400000081;81.42
"341";"2013-09";"T";"GR|LU|BG|SK|LV|DK|ZA";182675;"ALH_OFFEBAY_GR_LU_BG_SK_LV_DK_ZA_email_NonBiz_Only";"EMEA";"EMEA_DK";"Newbie";"009_ALH_OFFEBAY_GR_LU_BG_SK_LV_DK_ZA_email_NonBiz_Only";259;58413.12;1768.05000000665;652.255337986856;96407.52;1768.05000000665;652.255337986856
"342";"2013-10";"T";"IE|IL";182677;"ALH_OFFEBAY_IE_IL_email_NonBiz_Only";"EMEA";"EMEA_UK";"Newbie";"010_ALH_OFFEBAY_IE_IL_email_NonBiz_Only";157;69216.12;4503.87000002415;221.73723843745;105779.67;5260.17000002985;221.73723843745
"343";"2013-12";"T";"AU";192084;"ALH_ONEBAY_AU_SEA_Test";"APAC";"APAC_SEA";"Newbie";"026_ALH_ONEBAY_AU_SEA_Test";88;6798.88;298.770000002888;0;44161.25;2092.08000002917;116.684935119593
"344";"2013-04";"T";"DE";162668;"ARS_DE_eBay_INR1";"EMEA";"EMEA_BE";"Newbie";"005_ARS_DE_eBay_INR1";0;0;0;0;0;0;0
"345";"2014-01";"T";"US";148607;"ALH_ARS_masked2_biz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"113_ALH_ARS_masked2_biz_US_22_43";155;174337.43;302.990000003;0;272242.76;5293.120000009;20.6
"346";"2014-01";"T";"US";130244;"ALH_GC_Throttle_00_89";"NA";"NA_US";"Newbie";"002_ALH_GC_Throttle_00_89";11590;3232514.7;117822.96000045;5181.05738309848;4172693.46;194668.400000649;17338.0673830985
"347";"2013-12";"C";"IN";168094;"ALH_OFFEBAY_TIER2_Control_Only_IN_WPS_only";"APAC";"APAC_IN";"Newbie";"017_ALH_OFFEBAY_TIER2_Control_Only_IN_WPS_only";40;0;0;0;32435.05;5050.490000031;619.78
"348";"2013-11";"C";"FR";192954;"EMEA_on_eBay_FR_control";"EMEA";"EMEA_FR";"Newbie";"029_EMEA_on_eBay_FR_control";874;0;0;0;530258.93;132010.419009399;38580.9450755094
"349";"2013-10";"C";"AU";192104;"ALH_ONEBAY_AU_SEA_Control";"APAC";"APAC_SEA";"Newbie";"026_ALH_ONEBAY_AU_SEA_Control";86;0;0;0;693569.85;52514.1805763887;2741.17135316512
"350";"2014-01";"T";"DE";116829;"ALH_ARS_masked1_biz_DE";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"108_ALH_ARS_masked1_biz_DE";1;663.62;0;0;663.62;0;0
"351";"2013-04";"C";"SG|TH|VN|ID|MY|PH";168087;"ALH_OFFEBAY_TIER2_Control_Exclude_IN_WPS_only";"APAC";"APAC_SEA";"Newbie";"024_ALH_OFFEBAY_TIER2_Control_Exclude_IN_WPS_only";121;0;0;0;304509.96;12733.560000109;366.3
"352";"2013-08";"T";"DE";117876;"ALH_ARS_masked1_nonbiz_DE";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"104_ALH_ARS_masked1_nonbiz_DE";3;3223.92;0;0;3223.92;0;0
"353";"2013-12";"T";"GB";150336;"ALH_ARS_masked1_biz_GB";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"110_ALH_ARS_masked1_biz_GB";12;24193.25;1389.84000000491;656.102207041513;40800.12;1431.08000000656;656.102207041513
"354";"2013-10";"C";"GB";117892;"ALH_ARS_masked2_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"107_ALH_ARS_masked2_nonbiz_GB_CG";10;0;0;0;6438.44;2423.72000000746;219.590500164258
"355";"2013-06";"T";"US";148538;"ALH_ARS_masked1_biz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_22_43";4;4091.25;657.750000002;9;5358.76;2662.760000003;9
"356";"2013-08";"C";"BE|IT|NL|PT|ES";168869;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";"EMEA";"EMEA_BE";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";99;277.82;0;0;47858.06;2317.86000001833;1277.48175390495
"357";"2013-05";"C";"CA";144993;"ALH_OFFEBAY_CA_10_Control";"NA";"NA_CA";"Newbie";"001_ALH_OFFEBAY_CA_10_Control";101;0;0;0;123025.98;14498.8300000185;12744.654552705
"358";"2013-10";"T";"GB";139480;"ALH_OFFEBAY_S4_UK_email_payments_Newexp";"EMEA";"EMEA_UK";"Newbie";"008_ALH_OFFEBAY_S4_UK_email_payments_Newexp";2058;846560.38;70885.8013886706;12549.3257960424;1300409.65;100355.058855764;13872.788263995
"359";"2013-10";"T";"CN|C2";180297;"ALH_OFFEBAY_CN_C2_wps_Till_7_Trans";"APAC";"APAC_CN+C2";"Newbie";"014_ALH_OFFEBAY_CN_C2_wps_Till_7_Trans";126;371526.23;42567.5700008621;786.04;658715.69;55744.6700009593;815.28
"360";"2013-09";"T";"DE";164431;"ARS_DE_eBay_INR2";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR2";186;48656.44;5309.75000003918;960.970853804093;331398.23;22864.1200001334;3096.91534648834
"361";"2013-04";"C";"US";148587;"ALH_ARS_masked1_biz_US_CG_90";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_CG_90";4;0;0;0;5796.17;0;0
"362";"2013-10";"T";"ES|IT";192891;"EMEA_on_eBay_ES_IT_test";"EMEA";"EMEA_ES";"Newbie";"027_EMEA_on_eBay_ES_IT_test";1;0;0;0;188.43;0;0
"363";"2013-12";"C";"DE";117891;"ALH_ARS_masked2_nonbiz_DE_CG";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"105_ALH_ARS_masked2_nonbiz_DE_CG";27;0;0;0;17702.94;4095.92000001233;2387.95530290143
"364";"2013-12";"T";"DE";117886;"ALH_ARS_masked2_nonbiz_DE";"EMEA";"EMEA_DE";"ARS_Masked_ALH";"105_ALH_ARS_masked2_nonbiz_DE";140;91165.1;14243.7200000407;443.959182790343;102141.82;15685.6400000502;752.395162555527
"365";"2013-07";"T";"US";138427;"ALH_ARS_masked1_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"102_ALH_ARS_masked1_nonbiz_US_44_89";6;4950;0;0;9397.93;31.600000001;0
"366";"2013-10";"T";"CN|C2";167989;"ALH_OFFEBAY_CN_C2_WPS_only_Non_Biz";"APAC";"APAC_CN+C2";"Newbie";"013_ALH_OFFEBAY_CN_C2_WPS_only_Non_Biz";1148;2614019.77;454926.807327843;4244.75407864006;2782832.9;465231.647327966;4244.75407864006
"367";"2013-05";"T";"US";138489;"ALH_ARS_masked2_nonbiz_US_0_21";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_0_21";146;99631.34;15720.490000022;205.92;115542.53;19257.14000003;1074.04
"368";"2013-09";"T";"GB";150338;"ALH_ARS_masked2_biz_GB";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"111_ALH_ARS_masked2_biz_GB";65;125163.54;237.510000002563;9.01265836366403;147976.65;261.790000004181;9.01265836366403
"369";"2013-06";"T";"BE|IT|NL|PT|ES";168867;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only";"EMEA";"EMEA_ES";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only";172;93391.08;12527.360000021;504.348494161735;105683.06;12856.7900000237;511.161879673899
"370";"2013-12";"C";"US";138430;"ALH_ARS_masked2_nonbiz_US_CG_90";"NA";"NA_US";"ARS_Masked_ALH";"103_ALH_ARS_masked2_nonbiz_US_CG_90";201;0;0;0;154894.77;20454.3300000665;11250.72
"371";"2013-12";"C";"FR";192954;"EMEA_on_eBay_FR_control";"EMEA";"EMEA_FR";"Newbie";"029_EMEA_on_eBay_FR_control";806;0;0;0;387490.35;82674.5423755564;21082.2809938448
"372";"2013-05";"C";"BE|IT|NL|PT|ES";168869;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";"EMEA";"EMEA_BE";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";147;0;0;0;65963.92;3834.34000002253;1426.07834187289
"373";"2013-11";"C";"GB";117882;"ALH_ARS_masked1_nonbiz_GB_CG";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"106_ALH_ARS_masked1_nonbiz_GB_CG";2;0;0;0;8866.09;0;0
"374";"2013-08";"T";"IE|IL";182677;"ALH_OFFEBAY_IE_IL_email_NonBiz_Only";"EMEA";"EMEA_IL";"Newbie";"010_ALH_OFFEBAY_IE_IL_email_NonBiz_Only";292;116276.64;2556.9700000174;5.25436079725784;122329.05;2631.70000001939;5.25436079725784
"375";"2013-11";"C";"DE";179329;"ARS_DE_eBay_INR1_CG";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR1_CG";47;0;0;0;62979.93;5272.32000004621;1242.58598539558
"376";"2014-01";"T";"DE";166033;"ARS_DE_eBay_INR3";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR3";37;8022.03;765.700000001353;0;51162.38;8713.43000000955;0
"377";"2013-05";"C";"DE";108835;"ALH_OFFEBAY_S4_DE_Control_10";"EMEA";"EMEA_DE";"Newbie";"004_ALH_OFFEBAY_S4_DE_Control_10";258;0;0;0;105574.64;18671.7118283127;7299.05115663199
"378";"2013-11";"T";"US";130244;"ALH_GC_Throttle_00_89";"NA";"NA_US";"Newbie";"002_ALH_GC_Throttle_00_89";11198;4037306.7;241902.770000928;45040.3395490366;6651919.55;476755.000002018;110991.69930739
"379";"2013-04";"T";"GB";117877;"ALH_ARS_masked1_nonbiz_GB";"EMEA";"EMEA_UK";"ARS_Masked_ALH";"106_ALH_ARS_masked1_nonbiz_GB";29;45485.94;2722.87000000156;2691.72793552158;76046.96;6638.70171746887;2691.72793552158
"380";"2013-12";"T";"BE|IT|NL|PT|ES";168867;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only";"EMEA";"EMEA_ES";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only";934;223182.45;11469.7700000867;524.900627107773;237888.2;11514.7500000895;540.890627107773
"381";"2013-06";"T";"IN";168090;"ALH_OFFEBAY_TIER2_APAC_Only_IN_Test_WPS";"APAC";"APAC_IN";"Newbie";"017_ALH_OFFEBAY_TIER2_APAC_Only_IN_Test_WPS";33;12237.7;815.400000018;46.05;18961.61;1281.99000003395;56.85
"382";"2013-11";"C";"AU|NZ";166746;"ALH_OFFEBAY_AU_NZ_control_email_wps";"APAC";"APAC_AU+NZ";"Newbie";"012_ALH_OFFEBAY_AU_NZ_control_email_wps";597;0;0;0;401439.59;73654.3000001298;13287.2354841941
"383";"2013-08";"C";"CN|C2";180308;"ALH_OFFEBAY_CN_C2_wps_Till_7_Trans_Control";"APAC";"APAC_CN+C2";"Newbie";"014_ALH_OFFEBAY_CN_C2_wps_Till_7_Trans_Control";269;0;0;0;867895.29;55688.3900007112;660.037950682308
"384";"2013-12";"C";"BE|IT|NL|PT|ES";168869;"ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";"EMEA";"EMEA_NL";"Newbie";"003_ALH_OFFEBAY_BE_IT_NL_PT_ES_email_NonBiz_Only_Control";31;0;0;0;9288.48;1999.5300000051;1610.67189317058
"385";"2013-10";"T";"US";148550;"ALH_ARS_masked1_biz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"112_ALH_ARS_masked1_biz_US_44_89";11;11709.46;0;0;26585.46;0;0
"386";"2013-12";"T";"DE";162668;"ARS_DE_eBay_INR1";"EMEA";"EMEA_DE";"Newbie";"005_ARS_DE_eBay_INR1";474;93932.79;7217.16000003968;267.915496597345;358981.66;42785.1600202971;4072.80790747718
"387";"2013-12";"C";"TR";192906;"EMEA_on_eBay_TR_control";"EMEA";"EMEA_TR";"Newbie";"031_EMEA_on_eBay_TR_control";67;0;0;0;31594.63;10870.8947739734;5383.16504709046
"388";"2013-05";"T";"US";148607;"ALH_ARS_masked2_biz_US_22_43";"NA";"NA_US";"ARS_Masked_ALH";"113_ALH_ARS_masked2_biz_US_22_43";176;330497.38;2187.770000011;338.5;1024882.66;6192.760000047;347.8
"389";"2013-12";"C";"SG|TH|VN|ID|MY|PH|IN";148264;"ALH_OFFEBAY_Rest_Of_APAC_Control";"APAC";"APAC_SEA";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Control";98;0;0;0;29771.36;2056.3600000073;15.2917222381289
"390";"2013-04";"T";"CN|C2";143808;"ALH_OFFEBAY_IN_CN_C2_email_only";"APAC";"APAC_IN";"Newbie";"021_ALH_OFFEBAY_IN_CN_C2_email_only";145;124763.56;3776.09000002035;1118.99;180282.64;5106.12000002489;1361.18
"391";"2014-01";"C";"FR";192954;"EMEA_on_eBay_FR_control";"EMEA";"EMEA_FR";"Newbie";"029_EMEA_on_eBay_FR_control";608;0;0;0;175791.08;29411.1000001293;2530.07817886545
"392";"2013-06";"T";"SG|TH|VN|ID|MY|PH|IN";148263;"ALH_OFFEBAY_Rest_Of_APAC_Test";"APAC";"APAC_SEA";"Newbie";"020_ALH_OFFEBAY_Rest_Of_APAC_Test";918;369883.09;40423.3000001333;1254.8763408773;671379.1;52953.9500002011;1811.0263408773
"393";"2013-11";"T";"SG|TH|VN|ID|MY|PH|IN";177168;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email";"APAC";"APAC_IN";"Newbie";"016_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email";210;2805.63;354.980000003;0;166990.44;1090.45000001419;0
"394";"2013-08";"C";"SG|TH|VN|ID|MY|PH|IN";180306;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS_Control";"APAC";"APAC_IN";"Newbie";"015_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_WPS_Control";75;0;0;0;121975.95;8689.79000010372;3081.67
"395";"2013-05";"T";"US";138427;"ALH_ARS_masked1_nonbiz_US_44_89";"NA";"NA_US";"ARS_Masked_ALH";"102_ALH_ARS_masked1_nonbiz_US_44_89";9;9446.75;0;0;33005.59;5302.000000008;4102.85
"396";"2013-11";"C";"US|CA";196002;"ALH_NA_EXPANSION_service_CONTROL";"NA";"NA_US";"Newbie";"028_ALH_NA_EXPANSION_service_CONTROL";241;0;0;0;254526.91;13075.230000023;2593.81
"397";"2013-12";"C";"BE";197212;"EMEA_on_eBay_BE_control";"EMEA";"EMEA_BE";"Newbie";"030_EMEA_on_eBay_BE_control";1;0;0;0;1485.28;190.850000001363;181.115681514762
"398";"2013-10";"C";"FR";192954;"EMEA_on_eBay_FR_control";"EMEA";"EMEA_FR";"Newbie";"029_EMEA_on_eBay_FR_control";22;0;0;0;12827.14;3200.16000002038;619.399986614307
"399";"2013-12";"C";"SG|TH|VN|ID|MY|PH|IN";180302;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email_Control";"APAC";"APAC_SEA";"Newbie";"016_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email_Control";138;0;0;0;56488.76;84.020000004911;0
"400";"2013-07";"C";"SG|TH|VN|ID|MY|PH|IN";180302;"ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email_Control";"APAC";"APAC_IN";"Newbie";"016_ALH_OFFEBAY_SEA_IN_Test_Till_7_Trans_Email_Control";529;0;0;0;680820.02;24541.4200001056;9970.72
"401";"2013-07";"T";"GB";139480;"ALH_OFFEBAY_S4_UK_email_payments_Newexp";"EMEA";"EMEA_UK";"Newbie";"008_ALH_OFFEBAY_S4_UK_email_payments_Newexp";3241;1082699.88;109907.536909162;23445.4257202125;1591381.06;154189.302784871;32557.268269946
